"Id","SalePrice"
1700,260430.987791816
1701,269044.774069795
1702,289383.617818234
1703,287375.947891311
1704,264950.852191367
1705,260370.204727241
1706,424028.884916086
1707,257356.838693178
1708,231304.319525121
1709,283205.942065372
1710,225738.521932744
1711,271331.426687083
1712,286241.407854534
1713,253661.703018577
1714,203095.283744373
1715,193637.781372378
1716,185683.502825136
1717,183527.340842983
1718,139071.533251483
1719,213492.516465274
1720,229046.177465714
1721,164561.747052707
1722,136532.181509291
1723,159736.731761648
1724,246083.67679543
1725,236064.387165334
1726,189432.806503525
1727,175455.260777118
1728,191267.600314138
1729,172534.424843794
1730,172290.876560651
1731,124288.296158023
1732,132720.416723699
1733,116263.001184525
1734,124749.184506389
1735,132433.733530209
1736,113784.716017508
1737,247908.127296918
1738,236281.274902182
1739,217391.320652948
1740,273188.931657131
1741,229390.423432742
1742,153023.670559794
1743,161591.467257847
1744,292535.695185933
1745,210534.415401442
1746,203246.136995988
1747,218723.491339888
1748,213476.301912364
1749,177366.842493822
1750,144007.445830518
1751,239625.200528261
1752,113954.893904627
1753,150603.755036462
1754,201410.486078697
1755,162593.544561135
1756,121748.347462682
1757,108717.486827116
1758,157519.600793744
1759,148260.234665084
1760,161566.469895123
1761,173778.148284085
1762,164284.485490596
1763,179985.085472215
1764,117328.599066665
1765,145849.157288731
1766,176203.853952163
1767,189706.077948935
1768,125884.814823741
1769,165127.312743199
1770,138149.543427851
1771,115176.78229498
1772,123724.924633849
1773,134874.989529524
1774,173992.314407853
1775,123819.799305849
1776,115510.922028821
1777,94718.2872910937
1778,127458.55842305
1779,130568.26948892
1780,140949.383517328
1781,117492.1891993
1782,95659.9211961134
1783,148070.305317042
1784,101716.810260596
1785,112648.84206228
1786,151598.211798537
1787,178101.976058458
1788,93982.0162161832
1789,102527.38884807
1790,105276.959980603
1791,231085.83507791
1792,140921.035109644
1793,127470.720073162
1794,140950.465938034
1795,131757.718915491
1796,147081.965144988
1797,118141.524050299
1798,122449.235436581
1799,98993.2667811972
1800,128666.137709176
1801,117336.165008868
1802,132220.386390208
1803,167192.437049378
1804,142397.728551905
1805,131338.61623563
1806,109891.917740879
1807,135652.998614189
1808,114224.171239035
1809,126488.475775888
1810,121290.221009913
1811,97336.2468243822
1812,94143.5934409366
1813,99407.8401978622
1814,88676.1611447938
1815,65993.2020109828
1816,104476.817341577
1817,128541.915640317
1818,158098.725588111
1819,145060.469743573
1820,103223.073744386
1821,106912.334257783
1822,135301.81088902
1823,79544.491746814
1824,125330.284441854
1825,118150.542464626
1826,119329.594655406
1827,90020.1396738822
1828,105166.103053652
1829,126758.861068814
1830,124188.635802845
1831,131072.260022703
1832,129663.484398088
1833,124521.175912373
1834,136167.194890027
1835,147003.099349754
1836,91106.3830594031
1837,91157.8896388444
1838,108814.081013246
1839,90260.7491216795
1840,157159.465379457
1841,144106.191334744
1842,104722.174021184
1843,144077.41864979
1844,151210.639813496
1845,155449.459086566
1846,159534.343378766
1847,171689.52752589
1848,77794.0707998996
1849,123898.668876737
1850,103765.210802754
1851,128380.276247945
1852,123192.478474778
1853,141976.578685741
1854,167617.145785095
1855,148921.120319193
1856,236339.129752006
1857,187559.817384525
1858,158879.762668779
1859,144325.502997377
1860,169836.256872805
1861,142610.894889739
1862,307440.622237149
1863,306132.154110673
1864,306144.021319694
1865,347549.727550931
1866,361041.642859046
1867,257871.423763564
1868,300728.002279283
1869,207650.632136668
1870,255163.175527054
1871,260136.273629133
1872,197751.946612858
1873,247325.712534877
1874,155851.173726705
1875,212468.030587871
1876,204822.922909306
1877,206105.515667477
1878,218410.533227528
1879,133941.556837388
1880,127137.1394724
1881,244328.428531924
1882,245679.83763811
1883,195408.499463499
1884,197075.207453141
1885,223762.996428158
1886,264789.156962359
1887,214358.066109603
1888,256382.582966978
1889,204259.684038747
1890,139520.15913546
1891,138238.842229102
1892,99662.3217966718
1893,116389.367146881
1894,160697.883112237
1895,136321.81402505
1896,115908.44406426
1897,119045.90824121
1898,116662.321326517
1899,153454.302121588
1900,151060.732812154
1901,143073.791643596
1902,139905.743334459
1903,197617.074244182
1904,133620.966288226
1905,191834.241108941
1906,128511.698020033
1907,214771.309312032
1908,89939.2348574924
1909,118387.941597967
1910,103454.35976839
1911,202268.246842839
1912,257787.42330017
1913,165138.125041436
1914,68788.3972906755
1915,312823.139746785
1916,82259.0535901295
1917,224770.673900181
1918,133293.270431225
1919,165558.026287239
1920,154820.598193152
1921,417589.410404929
1922,357525.600667049
1923,197637.240727225
1924,265274.158156851
1925,218762.852360208
1926,363442.398602722
1927,135359.601925078
1928,174563.177683574
1929,96199.7886453065
1930,138099.256971411
1931,140815.562471614
1932,139550.016797159
1933,199951.795262709
1934,189863.228593425
1935,197380.3448881
1936,198823.466673543
1937,200802.445390048
1938,188074.391579242
1939,229126.11259372
1940,186143.04380083
1941,192930.97371022
1942,188210.164073673
1943,209241.203908868
1944,334831.661376898
1945,324828.382099119
1946,171443.775246955
1947,327891.067952015
1948,176011.224207441
1949,243856.75893977
1950,172071.010628405
1951,249793.526573491
1952,220545.681697826
1953,190881.681676546
1954,179520.980869553
1955,139604.025971014
1956,301916.718817546
1957,158321.801377481
1958,288266.084833606
1959,163196.4368166
1960,120196.995575074
1961,112953.488921407
1962,86670.7216052368
1963,90355.6802961089
1964,93854.9815233243
1965,138103.840291573
1966,118917.875700469
1967,304605.926865158
1968,386393.279594721
1969,358014.857868297
1970,376657.06088392
1971,440921.584373509
1972,333524.375641355
1973,297846.457743824
1974,308389.100574581
1975,442774.677062647
1976,261976.330181146
1977,336795.293870838
1978,329194.12090151
1979,343706.608212398
1980,230721.142535219
1981,347317.205556695
1982,212613.961817096
1983,205145.133576688
1984,179626.360635931
1985,219237.121949616
1986,201168.989624123
1987,214010.733893775
1988,196457.207216545
1989,212170.94952203
1990,229177.264010301
1991,253633.013189145
1992,222185.945222417
1993,197586.718138592
1994,219555.536554721
1995,193938.088050014
1996,275830.876722073
1997,303495.895191176
1998,290852.186185018
1999,287005.716232131
2000,287801.095440439
2001,294077.265322194
2002,241258.418890764
2003,263328.035249355
2004,298016.561699063
2005,239477.538046458
2006,235780.169642462
2007,249497.847390808
2008,235896.586907029
2009,199357.46168555
2010,199550.165886787
2011,154966.084861064
2012,194758.693106544
2013,199588.3888227
2014,206216.93045269
2015,218307.233924071
2016,196470.489918421
2017,197454.073531452
2018,135443.490670905
2019,124917.992040383
2020,103674.821738943
2021,116017.649226181
2022,189764.651799345
2023,132502.40356041
2024,282344.434159188
2025,332694.492401433
2026,152157.782523318
2027,142609.274676904
2028,154148.400031566
2029,138471.004315182
2030,227850.892464842
2031,216264.617678996
2032,225216.335294527
2033,218432.241749012
2034,147661.811225627
2035,212446.157123374
2036,165014.0853916
2037,164894.509540833
2038,249689.085971196
2039,199273.689337401
2040,290861.609719
2041,259127.962497132
2042,203105.793586951
2043,172190.065517795
2044,183142.992030802
2045,187008.881930381
2046,154748.402239551
2047,139476.179555496
2048,132813.146151601
2049,171585.614492114
2050,148414.707266641
2051,102552.753005296
2052,134047.196122505
2053,140917.072133077
2054,94315.9289192246
2055,147240.898488951
2056,139755.6695849
2057,128861.55732335
2058,213534.106668723
2059,143509.559539812
2060,152766.13783651
2061,168275.023974951
2062,113642.429457994
2063,108402.662277993
2064,132091.64696782
2065,119921.470297934
2066,184829.812591674
2067,136623.820541546
2068,155975.790880713
2069,76967.5108441669
2070,106253.033219572
2071,108005.704105609
2072,148536.180363291
2073,147436.689831981
2074,170751.753628082
2075,149821.012375372
2076,106004.902281609
2077,140113.741213092
2078,117360.685925459
2079,128155.499355927
2080,90286.7805360933
2081,104919.290475311
2082,156278.034115001
2083,122780.480251345
2084,94604.8929841297
2085,127037.292604407
2086,152064.86508606
2087,109585.641553739
2088,107214.670036025
2089,82471.1082697212
2090,119779.826313785
2091,115686.260432464
2092,113343.952996674
2093,109014.736461543
2094,123320.100767215
2095,132448.130528643
2096,83687.6917214003
2097,106626.379415579
2098,123364.192886585
2099,73569.6870757279
2100,103989.56860087
2101,118244.589919389
2102,117385.593053923
2103,98671.7846298444
2104,139468.025420111
2105,124883.999368591
2106,77094.759583943
2107,182705.221459817
2108,99841.6398660709
2109,97312.5185399772
2110,116608.178122308
2111,128874.418847902
2112,127554.065674232
2113,100294.093113899
2114,108132.258486785
2115,128069.171228508
2116,102100.050345509
2117,120438.328168199
2118,117184.329261298
2119,87949.4781918592
2120,110214.698012559
2121,91685.304178057
2122,107311.157006581
2123,93728.5983057671
2124,141406.905164607
2125,141101.103153137
2126,152177.170833581
2127,141109.270862545
2128,114542.186315931
2129,101809.037906006
2130,113170.119170637
2131,139017.047849787
2132,102248.687671748
2133,120765.091424412
2134,125894.90001634
2135,103197.882589219
2136,91684.7622206887
2137,117585.98005407
2138,126799.91002264
2139,148673.764217052
2140,126454.398998661
2141,145685.270530482
2142,129633.93919169
2143,139052.821666027
2144,128927.909548068
2145,141312.053883142
2146,136405.203775288
2147,203536.817106211
2148,121755.34096428
2149,140986.847775761
2150,215336.343810248
2151,115170.046539949
2152,166626.758061812
2153,140072.984836718
2154,105207.618926885
2155,133139.496440132
2156,270404.690269776
2157,240869.080435868
2158,245165.704150113
2159,223492.863510855
2160,219971.093793015
2161,249446.472800317
2162,384489.218526873
2163,404342.721081237
2164,256399.72102599
2165,208759.524569768
2166,159480.428848418
2167,220147.620883645
2168,213265.783001113
2169,196200.65879939
2170,200464.831446431
2171,147885.929827464
2172,137988.105319753
2173,154307.774878169
2174,225083.817191127
2175,276313.840483445
2176,281581.956089449
2177,234110.74091626
2178,211020.404040907
2179,142826.759579109
2180,211070.660351132
2181,190376.666465793
2182,226823.55431307
2183,200397.548119461
2184,127112.993966139
2185,145248.189859627
2186,137772.159197807
2187,164193.36860889
2188,149591.720667682
2189,282389.353584241
2190,94897.8341234009
2191,96224.1112748857
2192,91475.8131256867
2193,108884.046926234
2194,102753.00759187
2195,125102.588485019
2196,116063.817844918
2197,122822.856679308
2198,143352.362630252
2199,182230.438116183
2200,123759.537650167
2201,141224.31273996
2202,174555.92394403
2203,162603.275495182
2204,159448.593120015
2205,109279.758898175
2206,143550.283823884
2207,206932.360859182
2208,211985.350808523
2209,177099.690706423
2210,97907.7862602275
2211,92561.131504192
2212,101445.548663714
2213,98173.3866661918
2214,136244.442508565
2215,99465.0308179852
2216,139877.542921356
2217,77349.6598678932
2218,102141.976254455
2219,84960.9766602779
2220,88329.0519636415
2221,314527.535144103
2222,251955.18091217
2223,274252.536539729
2224,219610.072661461
2225,154096.017347881
2226,185990.054441194
2227,208501.700322486
2228,284009.745077527
2229,274908.600268461
2230,172913.085431273
2231,277286.036280686
2232,201197.097706108
2233,212491.163311237
2234,255006.277091243
2235,222547.167752987
2236,268562.402018254
2237,308436.855124133
2238,225530.315768999
2239,138321.098261972
2240,170433.591669572
2241,181315.066657323
2242,131237.326850233
2243,126646.325990103
2244,96431.5623916211
2245,94405.637308521
2246,140079.927288225
2247,106716.645242337
2248,112317.097278855
2249,117934.633689233
2250,121560.240119447
2251,149413.840948744
2252,154191.359466575
2253,182281.474313947
2254,200701.187393713
2255,190511.965361344
2256,181342.788855716
2257,208268.221485102
2258,181348.329416017
2259,198557.766580914
2260,171072.386388833
2261,188072.478354457
2262,201816.891288794
2263,331904.004689964
2264,434957.041761599
2265,209594.66634956
2266,267596.467940219
2267,328519.014582768
2268,431565.891246152
2269,152543.201375727
2270,194366.26052763
2271,211679.997559747
2272,237601.096691815
2273,166164.353683051
2274,182158.51448789
2275,177846.760277994
2276,208614.346514181
2277,186561.368830589
2278,133377.792097357
2279,134617.151571496
2280,99072.8089940347
2281,169511.028907437
2282,178782.454956414
2283,92718.657834239
2284,111544.662083602
2285,114698.853993509
2286,120590.89647885
2287,363374.794254712
2288,295839.540635541
2289,334733.585327633
2290,407136.881350805
2291,338888.695747881
2292,376415.14981991
2293,435386.468872643
2294,351796.535190198
2295,433574.504630283
2296,295048.286151829
2297,360756.447274008
2298,348902.471085191
2299,336465.255991721
2300,300512.575398351
2301,318314.584997564
2302,240450.410698285
2303,233365.750070392
2304,262992.222900221
2305,204039.86318777
2306,188917.751922693
2307,208792.464409113
2308,226736.425306007
2309,260513.478914778
2310,224457.006233732
2311,208895.591024464
2312,209266.205332433
2313,193051.763368314
2314,211342.333757561
2315,215848.816864271
2316,221238.515055203
2317,194598.19542835
2318,221405.054555168
2319,217237.034889613
2320,202021.17584796
2321,233062.177112988
2322,212542.655007713
2323,186240.471641785
2324,201050.628885894
2325,230838.977829527
2326,198001.877346673
2327,217621.491695374
2328,233786.652940146
2329,191704.813102814
2330,188991.188663766
2331,326374.130420033
2332,327984.033449663
2333,285501.882919118
2334,259881.659090199
2335,280377.172643049
2336,298042.596584412
2337,208050.010308829
2338,264427.632618031
2339,233930.553815776
2340,376852.483912701
2341,247865.164740303
2342,214179.384747454
2343,224640.541592547
2344,214987.682795746
2345,229170.849853563
2346,220554.242207147
2347,210789.471896578
2348,239263.884491571
2349,203031.958020708
2350,304754.267052309
2351,269711.954190271
2352,244944.345704653
2353,249701.303505106
2354,158174.885117225
2355,154589.682873239
2356,160709.043514925
2357,208353.99105074
2358,209556.709093481
2359,131980.80651826
2360,120312.789889892
2361,140352.37697166
2362,252864.497609963
2363,146350.057481384
2364,153987.134906927
2365,187081.075188647
2366,207356.929915486
2367,216183.711689184
2368,218654.452194182
2369,212951.417409272
2370,144335.014527757
2371,145753.734324056
2372,174151.781428451
2373,235627.647645977
2374,280832.010539656
2375,215631.045635427
2376,246817.368775753
2377,287327.161647297
2378,157887.011240177
2379,202688.737771739
2380,159143.937377088
2381,190104.321335953
2382,184791.056044654
2383,212969.185714857
2384,229114.317072718
2385,163881.411697376
2386,142654.962366476
2387,124335.196327621
2388,131158.957566599
2389,127983.369204495
2390,147649.185346179
2391,148163.557602742
2392,119400.671006004
2393,167134.885834038
2394,155738.066989325
2395,187902.271035326
2396,155926.078393376
2397,179010.993330333
2398,121391.50816563
2399,75926.7306700558
2400,72414.4734775786
2401,102756.515434184
2402,134859.546732358
2403,157824.281817052
2404,159344.857412288
2405,165273.580763807
2406,127250.902889239
2407,118528.238270311
2408,146015.494750349
2409,144765.021598461
2410,175679.688927478
2411,107242.911602884
2412,154156.788812458
2413,125981.245250166
2414,136487.20016756
2415,159488.231048007
2416,114056.326986433
2417,121496.25421399
2418,113493.739939937
2419,121732.915480215
2420,121790.75978671
2421,156043.681754307
2422,118472.823759086
2423,129544.888332927
2424,141104.257436613
2425,230759.696902793
2426,130157.210268133
2427,131896.187308636
2428,184378.06586021
2429,112613.618201733
2430,130266.778468533
2431,121443.402160593
2432,139152.980761248
2433,138965.727944696
2434,142156.763353619
2435,155755.784785039
2436,114577.45085281
2437,108999.894779734
2438,117746.760255349
2439,106965.378324063
2440,99502.3785068731
2441,90334.5531762357
2442,98565.6062014158
2443,128028.166429532
2444,142681.103954274
2445,82349.827122025
2446,128859.189364692
2447,168686.091291723
2448,118598.388462096
2449,99568.7515623856
2450,133910.550673912
2451,123318.286709304
2452,165053.04696029
2453,81245.8471689926
2454,127092.98912793
2455,113925.978475962
2456,106011.003456298
2457,104710.872824987
2458,118356.284247153
2459,88370.9616131021
2460,132267.895499971
2461,106974.877647821
2462,113252.284367109
2463,99166.2193103823
2464,150155.493212103
2465,125015.647385773
2466,120950.81567044
2467,141511.371330001
2468,88440.7130346504
2469,81858.9271673433
2470,186708.723587831
2471,168483.353266688
2472,139479.517861704
2473,100881.47450797
2474,98777.1034254432
2475,183122.948591796
2476,111458.222158439
2477,117827.790073208
2478,149639.902576696
2479,115352.28288426
2480,142300.420839945
2481,134565.852995522
2482,123803.159385137
2483,129220.135900292
2484,117464.549067266
2485,126738.879481963
2486,153703.280601581
2487,216551.548528938
2488,129591.580234165
2489,150875.672278743
2490,150247.242894429
2491,96420.5844682528
2492,192968.250053105
2493,156898.012856206
2494,148277.143735579
2495,102126.512518864
2496,241511.012868435
2497,133130.770912493
2498,112159.275690997
2499,107037.743907705
2500,125229.151903589
2501,123483.427011364
2502,140690.622162765
2503,100317.570888166
2504,181430.493560144
2505,226393.934944315
2506,276068.09800633
2507,286416.344653006
2508,276024.696368631
2509,224553.756892809
2510,223656.192212915
2511,179667.814550327
2512,205734.009508944
2513,231187.867662591
2514,250562.755831193
2515,165233.081235834
2516,178101.549205766
2517,156363.303745264
2518,174485.101109031
2519,224052.108791389
2520,215202.953422477
2521,193801.538447679
2522,219755.693487325
2523,136422.731449643
2524,152409.299419311
2525,145489.210274665
2526,146674.164645054
2527,128183.47637804
2528,132719.7819848
2529,141112.723766518
2530,122669.848930432
2531,228141.964255306
2532,215155.813567452
2533,210017.355158244
2534,238587.343098611
2535,263825.285734641
2536,257421.76775994
2537,221439.689497473
2538,209840.573758109
2539,181491.491685931
2540,211577.35449494
2541,194391.994007602
2542,180668.819795612
2543,131798.493608303
2544,119749.424616828
2545,134150.352573127
2546,151117.302579067
2547,132195.161904697
2548,181114.111526388
2549,174525.100853979
2550,755521.611483281
2551,147019.502646613
2552,110716.541394745
2553,102906.626740806
2554,115247.261010209
2555,110506.643789691
2556,94808.4991810564
2557,118904.437609641
2558,180801.286958519
2559,130086.284404409
2560,135736.387335462
2561,118878.549039998
2562,130739.072336267
2563,115205.57349492
2564,160603.689823866
2565,159119.336468619
2566,158034.493725124
2567,130543.309870955
2568,190623.365359028
2569,205755.572712948
2570,93198.6418046185
2571,201920.759290055
2572,141676.985798209
2573,208137.631758064
2574,286866.919428178
2575,112675.17655819
2576,115395.766489586
2577,142153.856229397
2578,88462.7080020523
2579,72386.7948425429
2580,129150.640330605
2581,125195.038651082
2582,109471.232224976
2583,268300.486676487
2584,160180.108847407
2585,220065.361880402
2586,203543.028802396
2587,184967.404704308
2588,137145.865433545
2589,140086.849906543
2590,208300.750567612
2591,235523.764121586
2592,237515.375671878
2593,263308.949972991
2594,158800.783044134
2595,211500.444624087
2596,290958.766860356
2597,233481.14725386
2598,280567.991372776
2599,402107.165549874
2600,225135.997619723
2601,146794.291008016
2602,80636.8708787242
2603,104186.495428761
2604,91953.865946445
2605,92595.379735684
2606,162190.09369054
2607,223343.704801458
2608,205234.102200985
2609,181852.835656915
2610,95095.8639553161
2611,152049.391801342
2612,155593.545555872
2613,117409.778050382
2614,116947.522748735
2615,151874.138227599
2616,141036.382756387
2617,190115.098718255
2618,225759.267767426
2619,209966.738759329
2620,196445.779916441
2621,193439.294223972
2622,199190.516833787
2623,240396.938522043
2624,298830.971283704
2625,274035.969504023
2626,187921.577720004
2627,150840.327534021
2628,394373.005503162
2629,462842.147379338
2630,353651.222212797
2631,426800.288489281
2632,378515.550473675
2633,253749.482287783
2634,359637.22509018
2635,147500.331934943
2636,207667.001583271
2637,189796.363626934
2638,259658.646384696
2639,184848.395589214
2640,152910.034902469
2641,107403.256352865
2642,175771.761612111
2643,103008.512980168
2644,114813.513684814
2645,87228.2298838562
2646,83275.8349708609
2647,94047.2548635151
2648,139324.24759576
2649,134841.399790684
2650,103915.37501573
2651,138243.938271745
2652,367416.460457727
2653,241066.968318519
2654,294454.131750473
2655,368308.749043388
2656,335143.840562052
2657,323067.066226633
2658,303628.233494668
2659,311071.526259943
2660,331074.389656287
2661,334552.102732131
2662,328960.83160575
2663,266638.745148034
2664,253838.773738715
2665,302242.24318232
2666,283587.593557108
2667,207564.521079241
2668,211917.210328044
2669,216523.433098852
2670,278380.705163129
2671,216214.403925977
2672,213882.488127845
2673,199878.452680463
2674,195456.761545476
2675,190625.394036779
2676,200195.555552018
2677,196283.662508629
2678,256260.409200771
2679,275928.804547802
2680,262869.394160619
2681,337763.446344433
2682,313554.318642509
2683,409347.087035788
2684,309909.646758331
2685,297036.525535668
2686,273166.762931414
2687,291181.296012457
2688,233521.83162179
2689,204773.570793111
2690,363777.083553233
2691,183269.618343286
2692,148880.070577035
2693,222245.472019152
2694,156011.554649289
2695,201124.159957399
2696,195569.197495487
2697,199722.684066421
2698,203402.618279199
2699,180283.506038935
2700,164082.200192445
2701,183171.205231487
2702,129409.081129009
2703,147656.537212652
2704,131714.392387503
2705,124435.498519604
2706,120879.389302459
2707,126549.204483491
2708,125747.812307124
2709,107496.727085569
2710,121443.09104454
2711,352389.667947523
2712,361157.778406527
2713,148738.296691531
2714,133559.790729802
2715,155204.500611377
2716,157928.553280422
2717,210292.080742679
2718,215134.19114766
2719,158965.388151878
2720,166690.908407254
2721,136750.890137086
2722,172432.948274922
2723,147006.008661431
2724,132515.917119403
2725,138813.833110693
2726,131879.307342694
2727,172440.961317671
2728,181110.87218732
2729,149817.81105213
2730,138260.353311701
2731,111877.651898112
2732,115501.57702516
2733,149976.633735637
2734,164599.23458082
2735,136028.247085928
2736,131828.380156183
2737,101353.447430879
2738,152960.929698121
2739,165670.504081398
2740,139616.693393152
2741,148631.075902972
2742,165542.965151474
2743,145615.946290362
2744,145154.727549519
2745,136577.613960343
2746,119477.908531868
2747,147194.745984408
2748,115448.537431142
2749,121808.200362304
2750,124337.682372065
2751,123283.852548626
2752,212639.726908109
2753,147877.244046783
2754,232169.686682076
2755,120756.742180437
2756,99238.2329959916
2757,90789.048464175
2758,97623.895297732
2759,136397.944764914
2760,130613.120562364
2761,149977.907028348
2762,142543.805127563
2763,188870.804800617
2764,161335.550300373
2765,234877.382994046
2766,114826.260719187
2767,94758.8289400204
2768,148929.794187092
2769,134075.17822126
2770,124986.831019707
2771,104203.896300173
2772,105707.266961629
2773,168563.553130619
2774,112265.360718772
2775,113221.771728084
2776,119728.972645912
2777,131959.516096576
2778,91114.9462790075
2779,132313.087791659
2780,88812.1902977763
2781,91678.0866395597
2782,96589.2428754874
2783,99587.8543666025
2784,110567.131437158
2785,126100.84667814
2786,71380.4156199859
2787,101253.628698007
2788,87624.77163937
2789,167568.494080342
2790,103870.079845318
2791,126422.46965103
2792,80138.6672994789
2793,135451.92570671
2794,98387.7860952802
2795,94974.251141788
2796,86741.9303971144
2797,188783.986878659
2798,90352.3606963367
2799,101462.450268613
2800,86020.0856573963
2801,101278.347125111
2802,125517.191385534
2803,187240.876808461
2804,130020.795603893
2805,101222.381016727
2806,96172.5602214369
2807,152043.946961692
2808,150655.872850435
2809,128113.709846643
2810,132292.075971756
2811,158533.485776363
2812,159415.477122375
2813,202982.066008089
2814,194246.378720849
2815,100054.486625446
2816,203138.957614579
2817,169842.764244007
2818,113436.995830127
2819,175593.233648272
2820,142721.193468211
2821,131544.085716647
2822,192030.050678721
2823,257621.887800011
2824,195545.919502801
2825,167383.662823033
2826,132872.221007527
2827,129966.032002666
2828,250264.998794863
2829,195509.760451712
2830,249399.670199743
2831,184861.391051967
2832,250356.718912044
2833,283356.555073327
2834,230176.052299628
2835,227978.288162657
2836,203797.109570417
2837,169227.565056162
2838,163507.2972494
2839,218652.327162499
2840,195954.019212228
2841,195273.154186343
2842,222395.942522605
2843,151751.43203906
2844,155603.025301372
2845,108123.025165101
2846,215879.807312463
2847,206201.96165252
2848,208035.570463744
